성별,나이,키,몸무게,BMI,BMI_분류,추천 운동 횟수,추천식단
남성,34,150,50,22.2,정상,0,없음
여성,32,152,42,18.2,저체중,0,없음
여성,28,170,47,16.3,저체중,0,없음
여성,38,170,43,14.9,저체중,0,없음
여성,35,173,89,29.7,비만 1단계,3,단백질식
남성,21,174,54,17.8,저체중,0,없음
여성,39,166,54,19.6,정상,0,없음
남성,10,164,95,35.3,비만 3단계,5,채식
남성,28,175,81,26.4,비만 1단계,3,저염식
여성,17,163,43,16.2,저체중,0,없음
여성,19,182,92,27.8,비만 1단계,3,단백질식
여성,36,152,72,31.2,비만 2단계,4,저염식
남성,33,170,99,34.3,비만 2단계,4,저염식
남성,35,170,65,22.5,정상,0,없음
여성,30,162,90,34.3,비만 2단계,4,단백질식
여성,34,157,64,26,비만 1단계,3,단백질식
여성,22,160,79,30.9,비만 2단계,4,단백질식
여성,21,172,40,13.5,저체중,0,없음
남성,39,178,61,19.3,정상,0,없음
남성,32,171,85,29.1,비만 1단계,3,채식
남성,25,152,46,19.9,정상,0,없음
남성,32,177,62,19.8,정상,0,없음
여성,33,184,67,19.8,정상,0,없음
남성,17,174,93,30.7,비만 2단계,4,단백질식
남성,12,182,76,22.9,정상,0,없음
여성,37,164,61,22.7,정상,0,없음
남성,17,160,57,22.3,정상,0,없음
남성,13,163,64,24.1,비만 3단계,5,저염식
여성,19,181,69,21.1,정상,0,없음
여성,23,161,95,36.6,비만 3단계,5,채식
남성,31,164,68,25.3,비만 1단계,3,채식
여성,37,167,50,17.9,저체중,0,없음
여성,32,182,83,25.1,비만 1단계,3,저염식
여성,36,175,92,30,비만 2단계,4,채식
남성,30,182,84,25.4,비만 1단계,3,채식
여성,27,173,65,21.7,정상,0,없음
여성,36,172,88,29.7,비만 1단계,3,단백질식
남성,40,161,49,18.9,정상,0,없음
여성,17,159,89,35.2,비만 3단계,5,단백질식
남성,27,176,94,30.3,비만 2단계,4,저염식
여성,30,163,52,19.6,정상,0,없음
여성,39,160,53,20.7,정상,0,없음
여성,13,176,88,28.4,비만 1단계,3,단백질식
여성,17,156,59,24.2,비만 3단계,5,단백질식
여성,36,182,94,28.4,비만 1단계,3,채식
여성,14,152,91,39.4,비만 3단계,5,단백질식
여성,11,180,71,21.9,정상,0,없음
여성,36,159,60,23.7,비만 3단계,5,저염식
여성,29,164,45,16.7,저체중,0,없음
남성,28,152,93,40.3,비만 3단계,5,채식
여성,18,175,93,30.4,비만 2단계,4,저염식
남성,39,180,87,26.9,비만 1단계,3,채식
남성,27,165,85,31.2,비만 2단계,4,저염식
여성,10,155,65,27.1,비만 1단계,3,채식
여성,22,153,93,39.7,비만 3단계,5,채식
여성,31,185,77,22.5,정상,0,없음
여성,14,185,91,26.6,비만 1단계,3,채식
여성,25,178,96,30.3,비만 2단계,4,저염식
남성,26,179,91,28.4,비만 1단계,3,저염식
남성,15,165,43,15.8,저체중,0,없음
여성,25,174,65,21.5,정상,0,없음
남성,28,150,52,23.1,비만 3단계,5,채식
남성,37,168,82,29.1,비만 1단계,3,저염식
여성,13,150,82,36.4,비만 3단계,5,단백질식
남성,11,150,72,32,비만 2단계,4,채식
여성,10,165,65,23.9,비만 3단계,5,단백질식
남성,28,179,79,24.7,비만 3단계,5,채식
여성,39,175,93,30.4,비만 2단계,4,저염식
여성,17,160,60,23.4,비만 3단계,5,저염식
남성,33,183,100,29.9,비만 1단계,3,단백질식
남성,20,181,42,12.8,저체중,0,없음
여성,10,160,76,29.7,비만 1단계,3,저염식
여성,38,176,70,22.6,정상,0,없음
남성,34,163,85,32,비만 2단계,4,단백질식
남성,30,164,94,34.9,비만 2단계,4,저염식
여성,29,163,76,28.6,비만 1단계,3,채식
여성,13,183,65,19.4,정상,0,없음
여성,23,162,68,25.9,비만 1단계,3,채식
남성,14,171,54,18.5,정상,0,없음
여성,13,156,78,32.1,비만 2단계,4,채식
여성,26,165,66,24.2,비만 3단계,5,단백질식
여성,40,163,69,26,비만 1단계,3,채식
남성,25,163,96,36.1,비만 3단계,5,단백질식
남성,20,183,51,15.2,저체중,0,없음
남성,32,180,66,20.4,정상,0,없음
남성,16,165,54,19.8,정상,0,없음
여성,13,168,98,34.7,비만 2단계,4,저염식
여성,14,169,72,25.2,비만 1단계,3,단백질식
남성,13,183,71,21.2,정상,0,없음
여성,14,171,82,28,비만 1단계,3,단백질식
여성,30,156,100,41.1,비만 3단계,5,단백질식
여성,31,169,69,24.2,비만 3단계,5,채식
여성,19,184,49,14.5,저체중,0,없음
여성,13,182,63,19,정상,0,없음
여성,13,177,54,17.2,저체중,0,없음
남성,28,160,89,34.8,비만 2단계,4,저염식
여성,16,163,98,36.9,비만 3단계,5,단백질식
여성,34,168,58,20.5,정상,0,없음
여성,33,174,57,18.8,정상,0,없음
남성,29,182,83,25.1,비만 1단계,3,채식
여성,11,174,91,30.1,비만 2단계,4,채식
남성,24,165,43,15.8,저체중,0,없음
남성,23,172,43,14.5,저체중,0,없음
남성,12,164,58,21.6,정상,0,없음
남성,26,164,86,32,비만 2단계,4,단백질식
여성,23,169,84,29.4,비만 1단계,3,단백질식
여성,35,167,60,21.5,정상,0,없음
여성,17,155,47,19.6,정상,0,없음
여성,37,156,46,18.9,정상,0,없음
여성,29,173,76,25.4,비만 1단계,3,채식
여성,17,173,98,32.7,비만 2단계,4,저염식
남성,14,163,54,20.3,정상,0,없음
여성,28,153,52,22.2,정상,0,없음
여성,28,183,50,14.9,저체중,0,없음
여성,23,183,45,13.4,저체중,0,없음
여성,11,171,84,28.7,비만 1단계,3,채식
여성,22,156,44,18.1,저체중,0,없음
여성,28,181,91,27.8,비만 1단계,3,단백질식
남성,13,175,72,23.5,비만 3단계,5,저염식
여성,34,166,59,21.4,정상,0,없음
남성,24,180,82,25.3,비만 1단계,3,채식
남성,17,164,70,26,비만 1단계,3,저염식
여성,11,158,42,16.8,저체중,0,없음
남성,16,165,41,15.1,저체중,0,없음
여성,22,165,47,17.3,저체중,0,없음
남성,36,164,66,24.5,비만 3단계,5,단백질식
남성,20,184,81,23.9,비만 3단계,5,채식
남성,13,179,57,17.8,저체중,0,없음
여성,14,173,48,16,저체중,0,없음
여성,21,185,53,15.5,저체중,0,없음
남성,10,155,84,35,비만 3단계,5,단백질식
여성,30,159,51,20.2,정상,0,없음
여성,32,183,96,28.7,비만 1단계,3,단백질식
여성,14,183,65,19.4,정상,0,없음
여성,10,178,60,18.9,정상,0,없음
남성,28,159,95,37.6,비만 3단계,5,채식
여성,33,153,77,32.9,비만 2단계,4,채식
여성,21,170,62,21.5,정상,0,없음
남성,10,161,84,32.4,비만 2단계,4,단백질식
남성,25,180,80,24.7,비만 3단계,5,저염식
남성,14,159,52,20.6,정상,0,없음
남성,11,167,50,17.9,저체중,0,없음
남성,38,178,84,26.5,비만 1단계,3,저염식
남성,37,180,56,17.3,저체중,0,없음
여성,37,167,56,20.1,정상,0,없음
여성,26,157,90,36.5,비만 3단계,5,저염식
남성,27,177,78,24.9,비만 3단계,5,단백질식
남성,11,171,86,29.4,비만 1단계,3,저염식
여성,23,176,89,28.7,비만 1단계,3,단백질식
남성,15,170,56,19.4,정상,0,없음
여성,24,173,41,13.7,저체중,0,없음
여성,39,154,42,17.7,저체중,0,없음
여성,15,177,72,23,비만 3단계,5,채식
여성,17,177,98,31.3,비만 2단계,4,저염식
남성,37,153,40,17.1,저체중,0,없음
남성,40,161,94,36.3,비만 3단계,5,채식
남성,26,182,50,15.1,저체중,0,없음
여성,15,155,41,17.1,저체중,0,없음
남성,38,183,49,14.6,저체중,0,없음
남성,35,167,86,30.8,비만 2단계,4,단백질식
남성,19,178,89,28.1,비만 1단계,3,저염식
여성,12,177,59,18.8,정상,0,없음
남성,30,173,78,26.1,비만 1단계,3,채식
여성,13,151,61,26.8,비만 1단계,3,채식
여성,10,151,84,36.8,비만 3단계,5,단백질식
남성,21,158,42,16.8,저체중,0,없음
여성,24,183,76,22.7,정상,0,없음
여성,25,161,61,23.5,비만 3단계,5,단백질식
여성,39,153,41,17.5,저체중,0,없음
남성,40,157,63,25.6,비만 1단계,3,단백질식
여성,30,173,96,32.1,비만 2단계,4,단백질식
여성,18,179,72,22.5,정상,0,없음
여성,15,171,52,17.8,저체중,0,없음
남성,10,173,100,33.4,비만 2단계,4,채식
여성,19,155,46,19.1,정상,0,없음
남성,11,178,49,15.5,저체중,0,없음
남성,40,156,97,39.9,비만 3단계,5,저염식
남성,13,169,41,14.4,저체중,0,없음
여성,17,182,67,20.2,정상,0,없음
여성,32,181,96,29.3,비만 1단계,3,단백질식
여성,34,162,76,29,비만 1단계,3,단백질식
남성,11,179,47,14.7,저체중,0,없음
여성,26,152,74,32,비만 2단계,4,단백질식
여성,34,164,79,29.4,비만 1단계,3,단백질식
여성,12,160,92,35.9,비만 3단계,5,저염식
남성,12,164,69,25.7,비만 1단계,3,저염식
남성,38,161,56,21.6,정상,0,없음
남성,11,165,67,24.6,비만 3단계,5,저염식
남성,26,172,61,20.6,정상,0,없음
여성,24,179,44,13.7,저체중,0,없음
남성,37,177,87,27.8,비만 1단계,3,단백질식
여성,29,160,100,39.1,비만 3단계,5,저염식
여성,26,163,68,25.6,비만 1단계,3,채식
남성,22,178,55,17.4,저체중,0,없음
여성,36,158,54,21.6,정상,0,없음
여성,31,161,50,19.3,정상,0,없음
여성,37,175,81,26.4,비만 1단계,3,저염식
여성,32,183,87,26,비만 1단계,3,단백질식
여성,33,176,44,14.2,저체중,0,없음
여성,22,168,45,15.9,저체중,0,없음
남성,16,170,75,26,비만 1단계,3,단백질식
여성,39,181,64,19.5,정상,0,없음
남성,22,175,96,31.3,비만 2단계,4,단백질식
남성,36,173,43,14.4,저체중,0,없음
남성,36,175,75,24.5,비만 3단계,5,채식
남성,32,179,94,29.3,비만 1단계,3,단백질식
남성,19,171,76,26,비만 1단계,3,채식
여성,25,175,83,27.1,비만 1단계,3,단백질식
여성,10,177,73,23.3,비만 3단계,5,단백질식
남성,22,171,42,14.4,저체중,0,없음
남성,35,158,97,38.9,비만 3단계,5,채식
남성,39,183,70,20.9,정상,0,없음
여성,39,166,71,25.8,비만 1단계,3,채식
여성,13,175,61,19.9,정상,0,없음
남성,33,164,56,20.8,정상,0,없음
남성,39,155,82,34.1,비만 2단계,4,채식
여성,12,154,91,38.4,비만 3단계,5,저염식
남성,25,160,49,19.1,정상,0,없음
여성,23,172,59,19.9,정상,0,없음
여성,31,167,95,34.1,비만 2단계,4,단백질식
여성,37,180,87,26.9,비만 1단계,3,단백질식
여성,37,179,57,17.8,저체중,0,없음
여성,24,171,49,16.8,저체중,0,없음
남성,18,181,94,28.7,비만 1단계,3,저염식
남성,20,159,47,18.6,정상,0,없음
여성,12,178,97,30.6,비만 2단계,4,저염식
여성,17,163,47,17.7,저체중,0,없음
여성,11,155,69,28.7,비만 1단계,3,채식
여성,35,176,85,27.4,비만 1단계,3,단백질식
남성,34,180,59,18.2,저체중,0,없음
남성,30,158,61,24.4,비만 3단계,5,채식
여성,13,174,83,27.4,비만 1단계,3,저염식
남성,36,168,74,26.2,비만 1단계,3,저염식
여성,36,172,68,23,비만 3단계,5,채식
여성,27,167,59,21.2,정상,0,없음
여성,19,162,56,21.3,정상,0,없음
남성,33,157,93,37.7,비만 3단계,5,저염식
남성,28,171,72,24.6,비만 3단계,5,단백질식
남성,36,171,44,15,저체중,0,없음
남성,14,158,47,18.8,정상,0,없음
남성,14,150,78,34.7,비만 2단계,4,채식
남성,35,158,77,30.8,비만 2단계,4,단백질식
여성,20,173,40,13.4,저체중,0,없음
남성,33,157,70,28.4,비만 1단계,3,단백질식
여성,13,158,41,16.4,저체중,0,없음
남성,40,155,56,23.3,비만 3단계,5,단백질식
남성,17,175,74,24.2,비만 3단계,5,저염식
여성,10,175,79,25.8,비만 1단계,3,채식
남성,22,180,44,13.6,저체중,0,없음
여성,21,153,61,26.1,비만 1단계,3,채식
여성,27,156,56,23,비만 3단계,5,저염식
남성,36,185,59,17.2,저체중,0,없음
남성,25,170,89,30.8,비만 2단계,4,저염식
여성,20,166,47,17.1,저체중,0,없음
여성,38,179,45,14,저체중,0,없음
여성,18,184,98,28.9,비만 1단계,3,단백질식
여성,30,164,58,21.6,정상,0,없음
남성,29,151,99,43.4,비만 3단계,5,저염식
남성,36,172,95,32.1,비만 2단계,4,저염식
남성,22,166,48,17.4,저체중,0,없음
여성,11,180,55,17,저체중,0,없음
남성,36,173,49,16.4,저체중,0,없음
여성,15,152,49,21.2,정상,0,없음
남성,24,163,98,36.9,비만 3단계,5,단백질식
여성,15,180,67,20.7,정상,0,없음
여성,33,177,87,27.8,비만 1단계,3,단백질식
남성,39,180,63,19.4,정상,0,없음
남성,11,152,73,31.6,비만 2단계,4,단백질식
여성,35,150,90,40,비만 3단계,5,채식
남성,23,177,44,14,저체중,0,없음
여성,30,169,42,14.7,저체중,0,없음
여성,37,181,70,21.4,정상,0,없음
여성,31,174,75,24.8,비만 3단계,5,저염식
여성,18,171,69,23.6,비만 3단계,5,저염식
여성,26,158,82,32.8,비만 2단계,4,저염식
남성,31,169,51,17.9,저체중,0,없음
여성,11,176,64,20.7,정상,0,없음
여성,11,165,62,22.8,정상,0,없음
남성,25,164,63,23.4,비만 3단계,5,채식
남성,20,177,46,14.7,저체중,0,없음
남성,21,166,63,22.9,정상,0,없음
남성,27,176,98,31.6,비만 2단계,4,저염식
여성,26,153,94,40.2,비만 3단계,5,저염식
남성,13,154,46,19.4,정상,0,없음
여성,21,168,73,25.9,비만 1단계,3,단백질식
여성,19,172,43,14.5,저체중,0,없음
남성,27,152,77,33.3,비만 2단계,4,저염식
남성,31,174,90,29.7,비만 1단계,3,저염식
남성,18,157,63,25.6,비만 1단계,3,저염식
남성,36,169,84,29.4,비만 1단계,3,채식
여성,38,156,85,34.9,비만 2단계,4,채식
여성,19,181,82,25,비만 1단계,3,저염식
여성,25,174,48,15.9,저체중,0,없음
남성,34,161,54,20.8,정상,0,없음
여성,25,152,97,42,비만 3단계,5,채식
여성,25,185,65,19,정상,0,없음
여성,19,151,88,38.6,비만 3단계,5,저염식
여성,30,181,87,26.6,비만 1단계,3,채식
여성,19,157,86,34.9,비만 2단계,4,채식
남성,31,161,80,30.9,비만 2단계,4,단백질식
여성,32,175,91,29.7,비만 1단계,3,채식
남성,25,165,95,34.9,비만 2단계,4,저염식
여성,30,175,76,24.8,비만 3단계,5,채식
남성,29,154,65,27.4,비만 1단계,3,단백질식
남성,19,171,100,34.2,비만 2단계,4,단백질식
여성,36,162,86,32.8,비만 2단계,4,저염식
여성,20,181,81,24.7,비만 3단계,5,단백질식
남성,11,178,50,15.8,저체중,0,없음
여성,21,169,43,15.1,저체중,0,없음
남성,36,173,61,20.4,정상,0,없음
여성,11,181,76,23.2,비만 3단계,5,저염식
여성,10,155,65,27.1,비만 1단계,3,단백질식
여성,33,157,93,37.7,비만 3단계,5,단백질식
여성,17,179,78,24.3,비만 3단계,5,저염식
여성,18,168,57,20.2,정상,0,없음
여성,26,157,76,30.8,비만 2단계,4,채식
여성,30,168,52,18.4,저체중,0,없음
여성,40,153,83,35.5,비만 3단계,5,단백질식
남성,15,150,98,43.6,비만 3단계,5,저염식
여성,17,174,45,14.9,저체중,0,없음
여성,17,175,49,16,저체중,0,없음
여성,16,169,84,29.4,비만 1단계,3,단백질식
남성,12,161,68,26.2,비만 1단계,3,저염식
여성,30,150,59,26.2,비만 1단계,3,단백질식
여성,18,167,84,30.1,비만 2단계,4,저염식
여성,22,170,99,34.3,비만 2단계,4,단백질식
남성,23,181,72,22,정상,0,없음
남성,17,179,76,23.7,비만 3단계,5,채식
여성,26,184,74,21.9,정상,0,없음
남성,29,163,52,19.6,정상,0,없음
남성,38,159,88,34.8,비만 2단계,4,채식
남성,28,165,66,24.2,비만 3단계,5,단백질식
남성,19,182,56,16.9,저체중,0,없음
여성,10,171,88,30.1,비만 2단계,4,저염식
남성,35,182,78,23.5,비만 3단계,5,저염식
여성,28,180,51,15.7,저체중,0,없음
여성,34,153,63,26.9,비만 1단계,3,저염식
남성,22,154,48,20.2,정상,0,없음
여성,26,185,94,27.5,비만 1단계,3,저염식
남성,25,178,98,30.9,비만 2단계,4,단백질식
여성,11,178,90,28.4,비만 1단계,3,단백질식
남성,27,181,76,23.2,비만 3단계,5,저염식
여성,32,150,57,25.3,비만 1단계,3,채식
여성,31,152,93,40.3,비만 3단계,5,단백질식
여성,37,152,86,37.2,비만 3단계,5,채식
남성,14,165,47,17.3,저체중,0,없음
여성,36,163,41,15.4,저체중,0,없음
남성,11,153,51,21.8,정상,0,없음
여성,37,174,45,14.9,저체중,0,없음
여성,25,152,74,32,비만 2단계,4,저염식
여성,34,178,82,25.9,비만 1단계,3,저염식
여성,32,163,93,35,비만 3단계,5,단백질식
여성,33,175,42,13.7,저체중,0,없음
여성,13,159,89,35.2,비만 3단계,5,채식
남성,33,183,67,20,정상,0,없음
여성,17,151,85,37.3,비만 3단계,5,단백질식
여성,26,164,63,23.4,비만 3단계,5,채식
남성,33,184,97,28.7,비만 1단계,3,채식
여성,21,160,100,39.1,비만 3단계,5,채식
여성,11,155,59,24.6,비만 3단계,5,저염식
여성,40,166,61,22.1,정상,0,없음
남성,32,154,55,23.2,비만 3단계,5,저염식
여성,21,170,43,14.9,저체중,0,없음
남성,40,150,89,39.6,비만 3단계,5,채식
여성,20,151,58,25.4,비만 1단계,3,채식
여성,28,169,81,28.4,비만 1단계,3,단백질식
남성,40,160,65,25.4,비만 1단계,3,채식
남성,20,175,73,23.8,비만 3단계,5,채식
남성,13,158,76,30.4,비만 2단계,4,단백질식
남성,25,153,74,31.6,비만 2단계,4,저염식
남성,31,152,60,26,비만 1단계,3,채식
남성,17,182,47,14.2,저체중,0,없음
여성,27,158,70,28,비만 1단계,3,단백질식
남성,28,156,80,32.9,비만 2단계,4,단백질식
남성,23,170,59,20.4,정상,0,없음
남성,39,152,73,31.6,비만 2단계,4,채식
여성,24,168,69,24.4,비만 3단계,5,단백질식
여성,12,163,72,27.1,비만 1단계,3,채식
여성,17,153,67,28.6,비만 1단계,3,저염식
여성,32,184,48,14.2,저체중,0,없음
남성,16,167,73,26.2,비만 1단계,3,단백질식
여성,39,167,48,17.2,저체중,0,없음
남성,39,181,44,13.4,저체중,0,없음
여성,18,174,64,21.1,정상,0,없음
남성,17,176,90,29.1,비만 1단계,3,저염식
남성,15,164,56,20.8,정상,0,없음
남성,11,153,63,26.9,비만 1단계,3,단백질식
여성,36,161,61,23.5,비만 3단계,5,채식
남성,12,158,82,32.8,비만 2단계,4,채식
여성,33,152,99,42.8,비만 3단계,5,채식
여성,38,166,78,28.3,비만 1단계,3,단백질식
여성,35,172,84,28.4,비만 1단계,3,채식
여성,22,175,85,27.8,비만 1단계,3,저염식
여성,15,151,41,18,저체중,0,없음
여성,26,185,40,11.7,저체중,0,없음
남성,28,176,100,32.3,비만 2단계,4,단백질식
남성,14,182,40,12.1,저체중,0,없음
남성,18,184,90,26.6,비만 1단계,3,단백질식
여성,26,164,49,18.2,저체중,0,없음
여성,26,173,87,29.1,비만 1단계,3,저염식
남성,25,181,76,23.2,비만 3단계,5,저염식
여성,25,154,69,29.1,비만 1단계,3,저염식
남성,11,180,57,17.6,저체중,0,없음
남성,25,177,97,31,비만 2단계,4,저염식
여성,29,150,92,40.9,비만 3단계,5,저염식
남성,40,156,71,29.2,비만 1단계,3,채식
남성,28,167,57,20.4,정상,0,없음
여성,21,154,87,36.7,비만 3단계,5,저염식
남성,17,183,54,16.1,저체중,0,없음
여성,40,175,95,31,비만 2단계,4,저염식
여성,17,175,78,25.5,비만 1단계,3,단백질식
여성,36,174,51,16.8,저체중,0,없음
남성,22,172,50,16.9,저체중,0,없음
여성,36,184,48,14.2,저체중,0,없음
남성,22,172,98,33.1,비만 2단계,4,단백질식
남성,23,164,68,25.3,비만 1단계,3,채식
남성,40,166,46,16.7,저체중,0,없음
여성,31,170,81,28,비만 1단계,3,채식
남성,27,162,86,32.8,비만 2단계,4,저염식
여성,27,178,88,27.8,비만 1단계,3,단백질식
남성,11,161,96,37,비만 3단계,5,채식
남성,14,157,83,33.7,비만 2단계,4,단백질식
여성,21,163,68,25.6,비만 1단계,3,저염식
남성,33,171,46,15.7,저체중,0,없음
여성,16,172,75,25.4,비만 1단계,3,단백질식
여성,28,182,72,21.7,정상,0,없음
여성,12,169,82,28.7,비만 1단계,3,채식
남성,17,151,75,32.9,비만 2단계,4,채식
남성,11,166,98,35.6,비만 3단계,5,채식
남성,21,166,44,16,저체중,0,없음
여성,10,152,61,26.4,비만 1단계,3,저염식
남성,23,161,88,33.9,비만 2단계,4,채식
남성,17,156,91,37.4,비만 3단계,5,저염식
남성,15,183,56,16.7,저체중,0,없음
남성,11,175,56,18.3,저체중,0,없음
여성,34,171,98,33.5,비만 2단계,4,채식
여성,16,168,91,32.2,비만 2단계,4,채식
남성,22,162,97,37,비만 3단계,5,채식
남성,37,176,74,23.9,비만 3단계,5,채식
남성,30,157,67,27.2,비만 1단계,3,채식
남성,39,182,59,17.8,저체중,0,없음
여성,18,182,88,26.6,비만 1단계,3,채식
남성,10,157,78,31.6,비만 2단계,4,채식
여성,23,161,74,28.5,비만 1단계,3,저염식
남성,10,181,78,23.8,비만 3단계,5,저염식
여성,25,151,55,24.1,비만 3단계,5,저염식
여성,35,176,100,32.3,비만 2단계,4,채식
남성,26,159,78,30.9,비만 2단계,4,채식
여성,29,184,65,19.2,정상,0,없음
여성,37,180,60,18.5,정상,0,없음
남성,22,156,78,32.1,비만 2단계,4,저염식
여성,10,184,58,17.1,저체중,0,없음
여성,17,160,44,17.2,저체중,0,없음
여성,14,159,74,29.3,비만 1단계,3,저염식
여성,21,175,60,19.6,정상,0,없음
여성,16,167,59,21.2,정상,0,없음
남성,12,177,51,16.3,저체중,0,없음
남성,38,155,73,30.4,비만 2단계,4,저염식
남성,37,184,72,21.3,정상,0,없음
여성,35,159,73,28.9,비만 1단계,3,채식
남성,18,167,76,27.3,비만 1단계,3,저염식
남성,30,175,93,30.4,비만 2단계,4,채식
남성,19,168,90,31.9,비만 2단계,4,저염식
남성,32,163,68,25.6,비만 1단계,3,단백질식
여성,21,185,71,20.7,정상,0,없음
여성,17,157,98,39.8,비만 3단계,5,저염식
남성,30,151,41,18,저체중,0,없음
남성,18,170,75,26,비만 1단계,3,저염식
여성,22,182,44,13.3,저체중,0,없음
남성,39,152,92,39.8,비만 3단계,5,채식
여성,19,178,66,20.8,정상,0,없음
남성,25,181,50,15.3,저체중,0,없음
여성,17,170,73,25.3,비만 1단계,3,채식
남성,26,182,73,22,정상,0,없음
남성,38,165,46,16.9,저체중,0,없음
남성,29,172,71,24,비만 3단계,5,채식
남성,40,166,43,15.6,저체중,0,없음
여성,38,179,85,26.5,비만 1단계,3,단백질식
여성,14,175,50,16.3,저체중,0,없음
남성,23,152,76,32.9,비만 2단계,4,채식
여성,16,185,78,22.8,정상,0,없음
여성,40,181,100,30.5,비만 2단계,4,단백질식
여성,22,154,60,25.3,비만 1단계,3,저염식
여성,11,171,78,26.7,비만 1단계,3,저염식
여성,19,161,69,26.6,비만 1단계,3,저염식
여성,28,157,41,16.6,저체중,0,없음
남성,21,157,50,20.3,정상,0,없음
남성,33,171,71,24.3,비만 3단계,5,저염식
여성,29,156,81,33.3,비만 2단계,4,단백질식
남성,37,159,43,17,저체중,0,없음
남성,30,167,96,34.4,비만 2단계,4,저염식
여성,18,184,95,28.1,비만 1단계,3,단백질식
여성,21,155,58,24.1,비만 3단계,5,저염식
여성,10,150,88,39.1,비만 3단계,5,채식
여성,17,161,41,15.8,저체중,0,없음
남성,14,170,83,28.7,비만 1단계,3,단백질식
남성,33,164,50,18.6,정상,0,없음
남성,16,181,55,16.8,저체중,0,없음
남성,25,183,65,19.4,정상,0,없음
남성,33,169,67,23.5,비만 3단계,5,단백질식
여성,15,161,84,32.4,비만 2단계,4,저염식
남성,23,150,59,26.2,비만 1단계,3,저염식
남성,38,151,97,42.5,비만 3단계,5,채식
남성,25,161,59,22.8,정상,0,없음
여성,19,169,88,30.8,비만 2단계,4,채식
여성,32,169,61,21.4,정상,0,없음
여성,27,179,44,13.7,저체중,0,없음
여성,13,173,90,30.1,비만 2단계,4,채식
남성,14,181,88,26.9,비만 1단계,3,채식
남성,20,171,59,20.2,정상,0,없음
남성,26,152,93,40.3,비만 3단계,5,단백질식
남성,10,184,65,19.2,정상,0,없음
여성,39,167,76,27.3,비만 1단계,3,단백질식
남성,18,184,57,16.8,저체중,0,없음
남성,13,179,55,17.2,저체중,0,없음
여성,17,180,50,15.4,저체중,0,없음
남성,16,154,59,24.9,비만 3단계,5,저염식
여성,30,180,51,15.7,저체중,0,없음
남성,28,150,44,19.6,정상,0,없음
남성,38,176,79,25.5,비만 1단계,3,저염식
여성,26,178,50,15.8,저체중,0,없음
여성,26,173,72,24.1,비만 3단계,5,단백질식
여성,20,153,55,23.5,비만 3단계,5,채식
남성,19,172,62,21,정상,0,없음
남성,36,166,52,18.9,정상,0,없음
여성,16,183,60,17.9,저체중,0,없음
여성,28,151,53,23.2,비만 3단계,5,저염식
여성,37,177,95,30.3,비만 2단계,4,단백질식
남성,38,153,46,19.7,정상,0,없음
여성,25,185,41,12,저체중,0,없음
여성,10,157,75,30.4,비만 2단계,4,채식
남성,19,171,99,33.9,비만 2단계,4,저염식
여성,18,163,52,19.6,정상,0,없음
남성,11,170,47,16.3,저체중,0,없음
여성,25,168,72,25.5,비만 1단계,3,채식
남성,10,163,71,26.7,비만 1단계,3,저염식
여성,27,182,48,14.5,저체중,0,없음
여성,19,170,84,29.1,비만 1단계,3,저염식
여성,34,179,83,25.9,비만 1단계,3,채식
여성,16,151,92,40.3,비만 3단계,5,단백질식
남성,34,181,46,14,저체중,0,없음
여성,29,178,94,29.7,비만 1단계,3,단백질식
여성,29,150,71,31.6,비만 2단계,4,단백질식
여성,35,156,88,36.2,비만 3단계,5,저염식
남성,14,176,100,32.3,비만 2단계,4,저염식
여성,23,177,48,15.3,저체중,0,없음
여성,14,164,60,22.3,정상,0,없음
여성,24,164,54,20.1,정상,0,없음
남성,16,157,51,20.7,정상,0,없음
여성,14,160,90,35.2,비만 3단계,5,단백질식
여성,26,157,76,30.8,비만 2단계,4,단백질식
남성,15,152,44,19,정상,0,없음
여성,29,160,98,38.3,비만 3단계,5,단백질식
남성,13,172,49,16.6,저체중,0,없음
여성,30,185,65,19,정상,0,없음
남성,26,156,96,39.4,비만 3단계,5,저염식
여성,17,158,65,26,비만 1단계,3,저염식
남성,22,178,68,21.5,정상,0,없음
남성,20,176,80,25.8,비만 1단계,3,저염식
여성,28,177,87,27.8,비만 1단계,3,단백질식
여성,26,165,65,23.9,비만 3단계,5,채식
남성,33,174,48,15.9,저체중,0,없음
남성,35,184,85,25.1,비만 1단계,3,저염식
남성,39,159,98,38.8,비만 3단계,5,저염식
남성,23,155,80,33.3,비만 2단계,4,저염식
남성,35,182,47,14.2,저체중,0,없음
여성,40,151,79,34.6,비만 2단계,4,채식
여성,11,155,97,40.4,비만 3단계,5,채식
남성,40,181,77,23.5,비만 3단계,5,채식
남성,22,168,57,20.2,정상,0,없음
남성,28,180,94,29,비만 1단계,3,저염식
남성,38,159,85,33.6,비만 2단계,4,저염식
여성,36,163,53,19.9,정상,0,없음
여성,18,154,61,25.7,비만 1단계,3,채식
여성,10,161,57,22,정상,0,없음
여성,18,153,89,38,비만 3단계,5,단백질식
여성,36,159,45,17.8,저체중,0,없음
여성,13,171,56,19.2,정상,0,없음
남성,27,151,72,31.6,비만 2단계,4,단백질식
여성,28,183,54,16.1,저체중,0,없음
여성,27,152,99,42.8,비만 3단계,5,단백질식
여성,15,184,89,26.3,비만 1단계,3,저염식
